OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total,OrderDate
6551,Andy Weir,LB,15.80,Molten Lava,145.00,668.78,53.90,96973.10,7815.50,16556.59880,121345.19880,09/09/2018
6557,Jabba the Hutt,PM,1.10,Bioneural Degeneration Sensor,256.00,22.00,3.30,5632.00,844.80,71.24480,6548.04480,09/24/2018
6558,Geordi La Forge,DB,26.62,Subspace Phase Circuit,62.00,30.25,1.00,1875.50,62.00,515.762500,2453.262500,10/21/2018
6565,James T. Kirk,ED,40.00,Active Transition Buffer,318.00,39.06,2.20,12421.08,699.60,5248.2720,18368.9520,07/25/2017
6566,Wade Watts,FA,34.00,Secondary Polarization Capacitor,141.00,33.00,3.27,4653.00,461.07,1738.7838,6852.8538,08/09/2017
6574,B'Elanna Torres,CH,43.33,Modular Transition Modulator,157.00,44.53,1.10,6991.21,172.70,3104.122203,10268.032203,08/13/2018
6576,C-3PO,SC,41.56,Starboard Molecular Transference Grid,155.00,26.00,2.20,4030.00,341.00,1816.587600,6187.587600,05/22/2018
6577,Darth Vader,RK,31.00,Active Transition Buffer,125.00,39.06,2.20,4882.50,275.00,1598.8250,6756.3250,07/18/2018
6578,Ender Wiggin,BS,40.62,Molten Lava,199.00,668.78,53.90,133087.22,10726.10,58416.970584,202230.290584,08/06/2017
6583,Pavel Chekov,FO,33.19,Quantum Dissipation Matrix,375.00,31.39,0.58,11771.25,217.50,3979.066125,15967.816125,11/12/2017
6584,William Riker,OS,29.83,Quantum Replication System,188.00,16.50,3.30,3102.00,620.40,1110.391920,4832.791920,09/20/2017
6590,Martha Jones,OS,29.83,Active Transition Buffer,351.00,39.06,2.20,13710.06,772.20,4320.058158,18802.318158,05/29/2018
6594,Rae Sloane,CY,-4.00,Rose Petals,205.00,203.00,1.00,41615.00,205.00,-1672.8000,40147.2000,10/03/2017
6595,Teal'c,CZ,-3.08,Gravitronic Polarization Sequencer,174.00,7.82,1.81,1360.68,314.94,-51.609096,1624.010904,03/19/2017
6597,Luke Skywalker,LB,15.80,Holographic Transition Multiplexer,245.00,47.00,2.20,11515.00,539.00,1904.53200,13958.53200,10/21/2018
6598,Andy Weir,RC,42.00,Subspace Transference Cell,144.00,45.49,2.37,6550.56,341.28,2894.5728,9786.4128,01/03/2018
6604,Art3mis,CH,43.33,Dandelion Fluff,159.00,3.80,1.10,604.20,174.90,337.584030,1116.684030,03/29/2017
6610,Daniel Jackson,TS,29.62,Bioneural Polarization Coil,55.00,36.10,3.99,1985.50,219.45,653.106190,2858.056190,12/05/2017
6613,Mazer Rackham,LA,0.00,Particle Deflector Grid,281.00,44.33,4.84,12456.73,1360.04,0.0000,13816.7700,02/05/2018
6621,Daniel Jackson,DB,26.62,Starboard Molecular Transference Grid,197.00,26.00,2.20,5122.00,433.40,1478.847480,7034.247480,03/01/2017
6630,Martha Jones,RS,36.92,Negative Control Compensator,190.00,23.10,1.00,4389.00,190.00,1690.566800,6269.566800,05/31/2017
6631,Worf,TF,36.00,Auxiliary Transition Buffer,75.00,37.33,4.42,2799.75,331.50,1127.2500,4258.5000,05/01/2017
6632,Tuvok,LB,15.80,Dynamic Resonance Buffer,136.00,18.70,4.08,2543.20,554.88,489.49664,3587.57664,10/01/2018
6633,Rae Sloane,LB,15.80,Quantum Dissipation Matrix,140.00,31.39,0.58,4394.60,81.20,707.17640,5182.97640,10/12/2017
6634,Geordi La Forge,TO,19.00,Active Dissipation Actuator,363.00,25.43,1.03,9231.09,373.89,1824.9462,11429.9262,06/15/2017
6634,Odo,GT,27.00,Universal Gravitronic Dissipation Node,303.00,16.87,4.68,5111.61,1418.04,1763.0055,8292.6555,09/09/2017
6634,Martha Jones,BS,40.62,Dynamic Resonance Buffer,247.00,18.70,4.08,4618.90,1007.76,2285.549292,7912.209292,11/23/2016
6634,Jango Fett,HM,36.00,Forward Ion Pulse Capacitor,96.00,1.09,2.00,104.64,192.00,106.7904,403.4304,12/27/2017
6635,Worf,BS,40.62,Inertial Control Modulator,285.00,38.38,0.68,10938.30,193.80,4521.859020,15653.959020,07/20/2017
6639,Odo,WO,37.40,Starboard Molecular Transference Grid,235.00,26.00,2.20,6110.00,517.00,2478.49800,9105.49800,08/26/2016
6640,Greedo,SC,41.56,Negative Control Compensator,78.00,23.10,1.00,1801.80,78.00,781.244880,2661.044880,11/17/2017
6641,William Riker,WE,15.00,Central Frequency Conduit,308.00,18.70,0.34,5759.60,104.72,879.6480,6743.9680,01/26/2016
6642,Hugh of Borg,DB,26.62,Dandelion Fluff,69.00,3.80,1.10,262.20,75.90,90.002220,428.102220,09/07/2018
6643,William Riker,ED,40.00,Dandelion Fluff,51.00,3.80,1.10,193.80,56.10,99.9600,349.8600,08/29/2017
6643,William Riker,WZ,42.90,Duotronic Interference Actuator,337.00,36.30,1.00,12233.10,337.00,5392.57290,17962.67290,11/28/2016
6644,James T. Kirk,RO,15.00,Dynamic Resonance Buffer,207.00,18.70,4.08,3870.90,844.56,707.3190,5422.7790,03/21/2018
6645,Q,AS,28.74,Reserve Axial Dissipation Inverter,288.00,0.00,3.36,0.00,967.68,278.111232,1245.791232,10/11/2016
6652,Greedo,RG,53.24,Modular Transition Modulator,297.00,44.53,1.10,13225.41,326.70,7215.143364,20767.253364,01/29/2018
6654,Jean-Luc Picard,CZ,-3.08,Negative Transference Index,133.00,18.41,3.00,2448.53,399.00,-87.703924,2759.826076,11/30/2016
6663,Tasha Yar,FH,-3.71,Dynamic Resonance Buffer,82.00,18.70,4.08,1533.40,334.56,-69.301316,1798.658684,11/04/2016
6664,R2-D2,AS,28.74,Starboard Duotronic Transition Multiplexer,244.00,20.41,3.63,4980.04,885.72,1685.819424,7551.579424,10/27/2016
6665,Donna Noble,SO,39.00,Duotronic Interference Actuator,287.00,36.30,1.00,10418.10,287.00,4174.9890,14880.0890,12/25/2016
6666,K-9,DO,39.00,Universal Degeneration Emitter,98.00,28.00,3.88,2744.00,380.24,1218.4536,4342.6936,02/19/2018
6670,Clara Oswald,CB,1.00,Starboard Molecular Transference Grid,159.00,28.60,2.42,4547.40,384.78,49.3218,4981.5018,09/22/2017
6676,Tasha Yar,LC,38.00,Burlap,265.00,6.60,0.00,1749.00,0.00,664.6200,2413.6200,09/24/2017
6677,Darth Vader,LM,41.00,Marmite,164.00,-1.84,3.30,-301.76,541.20,98.1704,337.6104,03/24/2017
6683,Jean-Luc Picard,MO,-2.00,Subspace Transference Cell,219.00,45.49,2.37,9962.31,519.03,-209.6268,10271.7132,11/06/2017
6684,Jonas Quinn,CH,43.33,Universal Gravitronic Dissipation Node,162.00,16.87,4.68,2732.94,758.16,1512.693630,5003.793630,11/21/2016
6692,Art3mis,FS,0.00,Dynamic Resonance Buffer,169.00,18.70,4.08,3160.30,689.52,0.0000,3849.8200,05/30/2017
6701,Worf,CO,39.93,Dandelion Fluff,92.00,3.80,1.10,349.60,101.20,180.004440,630.804440,10/02/2016
6710,Sarah Jane Smith,DM,30.27,Negative Polarization Grid,320.00,20.28,2.89,6489.60,924.80,2244.338880,9658.738880,11/23/2016
6711,Luke Skywalker,SM,25.29,Universal Gravitronic Dissipation Node,287.00,16.87,4.68,4841.69,1343.16,1564.148565,7748.998565,07/21/2018
6712,Obi-Wan Kenobi,CC,38.00,Active Transition Buffer,228.00,39.06,2.20,8905.68,501.60,3574.7664,12982.0464,06/03/2018
6713,Boba Fett,WG,18.89,Secondary Polarization Capacitor,84.00,33.00,3.27,2772.00,274.68,575.517852,3622.197852,09/15/2016
6718,River Song,FH,-3.71,Active Transition Buffer,117.00,39.06,2.20,4570.02,257.40,-179.097282,4648.322718,01/08/2017
6726,Pavel Chekov,LS,1.10,Active Transition Buffer,46.00,39.06,2.20,1796.76,101.20,20.87756,1918.83756,01/01/2017
6727,Anakin Skywalker,WE,15.00,Dynamic Resonance Buffer,77.00,18.70,4.08,1439.90,314.16,263.1090,2017.1690,07/14/2017
6728,Q,LI,24.47,Quantum Replication System,256.00,16.50,3.30,4224.00,844.80,1240.335360,6309.135360,08/19/2018
6733,Quark,TF,36.00,Forward Ion Pulse Capacitor,133.00,1.09,2.00,144.97,266.00,147.9492,558.9192,11/05/2016
6735,Martha Jones,LB,15.80,Negative Isolinear Control Cell,229.00,16.50,2.02,3778.50,462.58,670.09064,4911.17064,12/10/2017
6744,Quark,WZ,42.90,Marmite,148.00,-1.84,3.30,-272.32,488.40,92.69832,308.77832,10/14/2017
6745,Clara Oswald,MM,5.19,Bioneural Degeneration Sensor,332.00,24.20,3.30,8034.40,1095.60,473.847000,9603.847000,10/21/2018
6746,BB-8,AS,28.74,Starboard Duotronic Transition Multiplexer,222.00,20.41,3.63,4531.02,805.86,1533.819312,6870.699312,09/21/2017
6747,Wesley Crusher,TF,36.00,Universal Degeneration Emitter,243.00,28.00,3.88,6804.00,942.84,2788.8624,10535.7024,07/13/2018
6748,Anakin Skywalker,TO,19.00,Secondary Polarization Capacitor,275.00,33.00,3.27,9075.00,899.25,1895.1075,11869.3575,12/30/2017
6756,Greedo,SO,39.00,Tachyon Frequency Matrix,192.00,47.00,1.00,9024.00,192.00,3594.2400,12810.2400,03/10/2018
6757,Mazer Rackham,RO,15.00,Peanut Shells,320.00,3.00,-3.00,960.00,-960.00,0.0000,0.0000,04/21/2017
6761,Martha Jones,CV,53.24,Bioneural Polarization Coil,238.00,36.10,3.99,8591.80,949.62,5079.852008,14621.272008,04/14/2018
6762,Darth Maul,TS,29.62,Central Frequency Conduit,140.00,18.70,0.34,2618.00,47.60,789.550720,3455.150720,08/30/2016
6763,Daniel Jackson,HR,-3.00,Bioneural Polarization Coil,236.00,36.10,3.99,8519.60,941.64,-283.8372,9177.4028,10/14/2018
6764,Miles O'Brien,TS,29.62,Quantum Replication System,280.00,16.50,3.30,4620.00,924.00,1642.132800,7186.132800,03/11/2018
6773,Donna Noble,WF,17.60,Secondary Transition Regulator,206.00,35.69,3.30,7352.14,679.80,1413.62144,9445.56144,02/12/2018
6777,Darth Vader,LO,10.37,Negative Isolinear Control Cell,217.00,16.50,2.02,3580.50,438.34,416.753708,4435.593708,11/05/2016
6780,Odo,AM,16.94,Gravitronic Polarization Sequencer,49.00,7.82,1.81,383.18,88.69,79.934778,551.804778,09/22/2016
6784,Data,WT,2.00,Holographic Variance Sensor,210.00,37.49,1.83,7872.90,384.30,165.1440,8422.3440,01/25/2018
6792,River Song,ED,40.00,Secondary Polarization Capacitor,47.00,33.00,3.27,1551.00,153.69,681.8760,2386.5660,02/06/2017
6799,Ender Wiggin,SC,41.56,Auxiliary Transition Buffer,107.00,37.33,4.42,3994.31,472.94,1856.589100,6323.839100,02/06/2017
6800,Anakin Skywalker,BO,21.56,Secondary Polarization Capacitor,95.00,33.00,3.27,3135.00,310.65,742.882140,4188.532140,05/12/2018
6804,Luke Skywalker,OS,29.83,Burlap,306.00,6.60,0.00,2019.60,0.00,602.446680,2622.046680,06/07/2017
6806,Jack O'Neill,RO,15.00,Active Transition Buffer,331.00,39.06,2.20,12928.86,728.20,2048.5590,15705.6190,01/15/2017
6807,James T. Kirk,DO,39.00,Negative Polarization Grid,181.00,20.28,2.89,3670.68,523.09,1635.5703,5829.3403,05/20/2018
6815,Rae Sloane,HR,-3.00,Primary Flux Matrix,208.00,9.27,0.00,1928.16,0.00,-57.8448,1870.3152,10/21/2018
6816,Darth Maul,SO,39.00,Holographic Variance Sensor,163.00,37.49,1.83,6110.87,298.29,2499.5724,8908.7324,09/03/2018
6818,B'Elanna Torres,WG,18.89,Modular Holographic Interference Drive,206.00,31.21,0.92,6429.26,189.52,1250.287542,7869.067542,03/22/2018
6818,Boba Fett,LS,1.10,Secondary Transition Regulator,230.00,35.69,3.30,8208.70,759.00,98.64470,9066.34470,04/19/2018
6819,Rory Williams,RI,23.25,Negative Control Compensator,107.00,23.10,1.00,2471.70,107.00,599.547750,3178.247750,05/21/2017
6828,Darth Maul,LI,24.47,Bioneural Polarization Coil,265.00,36.10,3.99,9566.50,1057.35,2599.656095,13223.506095,07/09/2017
6831,Hiro Protagonist,CI,30.25,Holographic Variance Sensor,112.00,37.49,1.83,4198.88,204.96,1332.161600,5736.001600,05/21/2018
6838,Hiro Protagonist,DO,39.00,Rose Petals,226.00,203.00,1.00,45878.00,226.00,17980.5600,64084.5600,04/14/2018
6839,William Riker,FM,18.70,Bioneural Degeneration Sensor,297.00,24.20,3.30,7187.40,980.10,1527.32250,9694.82250,07/14/2017
6844,Jonas Quinn,DM,30.27,Auxiliary Transition Buffer,311.00,37.33,4.42,11609.63,1374.62,3930.332475,16914.582475,09/08/2017
6847,R2-D2,PB,12.00,Inertial Control Modulator,151.00,38.38,0.68,5795.38,102.68,707.7672,6605.8272,12/08/2017
6852,Geordi La Forge,IC,0.00,Holographic Variance Sensor,208.00,37.49,1.83,7797.92,380.64,0.0000,8178.5600,08/31/2017
6856,Sarah Jane Smith,LI,24.47,Active Transition Buffer,236.00,39.06,2.20,9218.16,519.20,2382.731992,12120.091992,10/16/2016
6857,Amy Pond,PB,12.00,Central Frequency Conduit,18.00,18.70,0.34,336.60,6.12,41.1264,383.8464,11/30/2017
6860,Worf,FS,0.00,Marmite,154.00,-1.84,3.30,-283.36,508.20,0.0000,224.8400,01/06/2018
6863,BB-8,SC,41.56,Modular Transition Modulator,205.00,44.53,1.10,9128.65,225.50,3887.584740,13241.734740,03/01/2018
6864,R2-D2,SC,41.56,Subspace Phase Circuit,147.00,30.25,1.00,4446.75,147.00,1909.162500,6502.912500,09/15/2017
6865,Data,TM,-7.23,Tachyon Frequency Matrix,259.00,47.00,1.00,12173.00,259.00,-898.833600,11533.166400,05/06/2017
6871,Data,RI,23.25,Negative Flux Conduit,335.00,34.61,3.00,11594.35,1005.00,2929.348875,15528.698875,10/20/2017
6878,Miles O'Brien,BM,-3.30,Molten Lava,176.00,668.78,53.90,117705.28,9486.40,-4197.32544,122994.35456,08/30/2016
6879,Samantha Carter,AM,16.94,Negative Flux Conduit,352.00,34.61,3.00,12182.72,1056.00,2242.639168,15481.359168,03/10/2018
6880,Admiral Gial Ackbar,LB,15.80,Modular Holographic Interference Drive,369.00,31.21,0.92,11516.49,339.48,1873.24326,13729.21326,07/21/2016
6881,Martha Jones,AM,16.94,Gravitronic Polarization Sequencer,118.00,7.82,1.81,922.76,213.58,192.495996,1328.835996,11/02/2016
6882,River Song,DO,39.00,Dynamic Resonance Buffer,253.00,18.70,4.08,4731.10,1032.24,2247.7026,8011.0426,11/04/2016
6887,Q,DM,30.27,Bioneural Degeneration Sensor,226.00,24.20,3.30,5469.20,745.80,1881.280500,8096.280500,11/06/2016
6889,C-3PO,DM,30.27,Primary Flux Matrix,132.00,9.27,0.00,1223.64,0.00,370.395828,1594.035828,06/24/2018
6890,Data,CZ,-3.08,Starboard Duotronic Transition Multiplexer,212.00,20.41,3.63,4326.92,769.56,-156.971584,4939.508416,12/20/2016
6891,Teal'c,ED,40.00,Universal Gravitronic Dissipation Node,131.00,16.87,4.68,2209.97,613.08,1129.2200,3952.2700,08/21/2017
6900,Chakotay,CI,30.25,Bioneural Polarization Coil,227.00,36.10,3.99,8194.70,905.73,2752.880075,11853.310075,09/29/2018
6907,Pavel Chekov,WG,18.89,Quantum Dissipation Matrix,203.00,31.39,0.58,6372.17,117.74,1225.943999,7715.853999,08/31/2017
6908,Q,OS,29.83,Starboard Duotronic Transition Multiplexer,104.00,20.41,3.63,2122.64,377.52,745.797728,3245.957728,09/05/2018
6909,B'Elanna Torres,LS,1.10,Secondary Transition Regulator,102.00,35.69,3.30,3640.38,336.60,43.74678,4020.72678,08/22/2016
6913,Lando Calrissian,FM,18.70,Inertial Control Modulator,155.00,38.38,0.68,5948.90,105.40,1132.15410,7186.45410,11/08/2017
6921,R2-D2,MM,5.19,Negative Transference Index,167.00,18.41,3.30,3074.47,551.10,188.167083,3813.737083,06/09/2018
6921,Rory Williams,LC,38.00,Tachyon Frequency Matrix,353.00,47.00,1.00,16591.00,353.00,6438.7200,23382.7200,06/19/2019
6922,Amy Pond,RS,36.92,Dynamic Resonance Buffer,221.00,18.70,4.08,4132.70,901.68,1858.693096,6893.073096,04/14/2018
6923,James T. Kirk,MO,-2.00,Secondary Polarization Capacitor,130.00,33.00,3.27,4290.00,425.10,-94.3020,4620.7980,02/25/2018
6925,Worf,MO,-2.00,Tachyon Frequency Matrix,39.00,47.00,1.00,1833.00,39.00,-37.4400,1834.5600,12/21/2016
6926,Quark,RS,36.92,Molten Lava,166.00,668.78,53.90,111017.48,8947.40,44291.033696,164255.913696,06/19/2017
6933,James T. Kirk,RO,15.00,Duotronic Field Transducer,172.00,20.57,3.63,3538.04,624.36,624.3600,4786.7600,07/18/2018
6935,Senator Palpatine,TM,-7.23,Holographic Variance Sensor,291.00,37.49,1.83,10909.59,532.53,-827.265276,10614.854724,10/12/2018
6936,Wade Watts,CV,53.24,Inertial Control Modulator,82.00,38.38,0.68,3147.16,55.76,1705.234608,4908.154608,07/19/2018
6943,Darth Maul,BO,21.56,Negative Control Compensator,133.00,23.10,1.00,3072.30,133.00,691.062680,3896.362680,08/11/2017
6947,Ender Wiggin,LF,13.31,Negative Polarization Grid,195.00,20.28,2.89,3954.60,563.55,601.365765,5119.515765,02/24/2017
6948,William Riker,SM,25.29,Particle Deflector Grid,116.00,44.33,4.84,5142.28,561.44,1442.470788,7146.190788,06/15/2018
6948,Donna Noble,DB,26.62,Modular Holographic Interference Drive,183.00,31.21,0.92,5711.43,168.36,1565.200098,7444.990098,09/05/2016
6949,Data,WT,2.00,Quantum Dissipation Matrix,149.00,31.39,0.58,4677.11,86.42,95.2706,4858.8006,07/24/2017
6950,Greedo,IR,23.10,Bioneural Degeneration Sensor,213.00,24.20,3.30,5154.60,702.90,1353.08250,7210.58250,04/05/2017
6952,C-3PO,RK,31.00,Primary Flux Matrix,214.00,9.27,0.00,1983.78,0.00,614.9718,2598.7518,06/10/2018
6957,B'Elanna Torres,SM,25.29,Secondary Polarization Capacitor,104.00,33.00,3.27,3432.00,340.08,953.959032,4726.039032,03/22/2018
6957,Chakotay,CC,38.00,Modular Inertial Replication Scanner,172.00,7.70,3.30,1324.40,567.60,718.9600,2610.9600,08/16/2018
6961,Wade Watts,LC,38.00,Secondary Transition Regulator,98.00,35.69,3.30,3497.62,323.40,1451.9876,5273.0076,02/16/2018
6961,Qui-Gon Jinn,CI,30.25,Modular Transition Modulator,100.00,44.53,1.10,4453.00,110.00,1380.307500,5943.307500,07/24/2018
6970,Tasha Yar,WA,-4.36,Starboard Duotronic Transition Multiplexer,226.00,20.41,3.63,4612.66,820.38,-236.880544,5196.159456,09/06/2016
6971,Admiral Gial Ackbar,CR,0.99,Forward Ion Pulse Capacitor,33.00,1.09,2.00,35.97,66.00,1.009503,102.979503,09/28/2016
6972,Amy Pond,LA,0.00,Modular Polarization Cell,254.00,6.90,0.00,1752.60,0.00,0.0000,1752.6000,06/25/2018
6975,Wesley Crusher,BS,40.62,Modular Polarization Cell,154.00,6.90,0.00,1062.60,0.00,431.628120,1494.228120,05/18/2018
6979,Miles O'Brien,VS,3.30,Duotronic Phase Coil,288.00,51.70,2.84,14889.60,817.92,518.34816,16225.86816,05/01/2017
6979,Geordi La Forge,SM,25.29,Primary Flux Matrix,211.00,9.27,0.00,1955.97,0.00,494.664813,2450.634813,09/16/2016
6981,Jack O'Neill,TA,36.00,Inertial Control Modulator,313.00,38.38,0.68,12012.94,212.84,4401.2808,16627.0608,09/02/2017
6990,Amy Pond,PM,1.10,Universal Gravitronic Dissipation Node,294.00,16.87,4.68,4959.78,1375.92,69.69270,6405.39270,04/22/2018
6993,River Song,RS,36.92,Negative Polarization Grid,214.00,20.28,2.89,4339.92,618.46,1830.633896,6789.013896,05/22/2018
6994,Worf,RK,31.00,Negative Transference Index,24.00,18.41,3.30,441.84,79.20,161.5224,682.5624,10/05/2016
6995,River Song,LI,24.47,Gravitronic Polarization Sequencer,172.00,7.82,1.81,1345.04,311.32,405.311292,2061.671292,01/21/2018
6998,Quark,SC,41.56,Negative Transference Index,126.00,18.41,3.30,2319.66,415.80,1136.857176,3872.317176,01/23/2018
6999,Samantha Carter,MM,5.19,Active Transition Buffer,222.00,39.06,2.20,8671.32,488.40,475.389468,9635.109468,09/20/2016
7000,Darth Maul,PM,1.10,Modular Holographic Interference Drive,63.00,31.21,0.92,1966.23,57.96,22.26609,2046.45609,02/20/2018
7001,Admiral Gial Ackbar,RC,42.00,Magnetic Confinement Injector,250.00,11.98,4.00,2995.00,1000.00,1677.9000,5672.9000,02/25/2018
7002,Jean-Luc Picard,CV,53.24,Universal Degeneration Emitter,82.00,28.00,3.88,2296.00,318.16,1391.778784,4005.938784,07/01/2017
7010,Ender Wiggin,WE,15.00,Negative Transference Index,382.00,18.41,3.30,7032.62,1260.60,1243.9830,9537.2030,09/05/2016
7017,Martha Jones,CZ,-3.08,Gravitronic Polarization Sequencer,80.00,7.82,1.81,625.60,144.80,-23.728320,746.671680,01/11/2017
7018,R2-D2,TS,29.62,Duotronic Phase Coil,180.00,51.70,2.84,9306.00,511.20,2907.854640,12725.054640,10/16/2018
7019,Donna Noble,DB,26.62,Secondary Transition Regulator,59.00,35.69,3.30,2105.71,194.70,612.369142,2912.779142,06/16/2018
7020,Martha Jones,FM,18.70,Bioneural Polarization Coil,70.00,36.10,3.99,2527.00,279.30,524.77810,3331.07810,09/24/2017
7021,Quark,LB,15.80,Duotronic Phase Coil,261.00,51.70,2.84,13493.70,741.24,2249.12052,16484.06052,10/19/2017
7022,Amy Pond,CZ,-3.08,Modular Inertial Replication Scanner,203.00,7.70,3.30,1563.10,669.90,-68.776400,2164.223600,07/27/2017
7023,B'Elanna Torres,FS,0.00,Inertial Control Modulator,187.00,38.38,0.68,7177.06,127.16,0.0000,7304.2200,02/21/2016
7024,Doctor Who,CY,-4.40,Dandelion Fluff,190.00,3.80,1.10,722.00,209.00,-40.96400,890.03600,02/08/2018
7025,R2-D2,FH,-3.71,Modular Inertial Replication Scanner,67.00,7.70,3.30,515.90,221.10,-27.342700,709.657300,09/30/2018
7026,Doctor Who,CA,35.90,Secondary Polarization Capacitor,190.00,33.00,3.27,6270.00,621.30,2473.97670,9365.27670,08/18/2018
7027,Martha Jones,MM,5.71,Forward Ion Pulse Capacitor,240.00,1.09,2.00,261.60,480.00,42.345360,783.945360,07/20/2018
7030,Q,CB,1.10,Inertial Control Modulator,332.00,38.38,0.68,12742.16,225.76,142.64712,13110.56712,03/24/2017
7031,Wesley Crusher,RO,15.00,Dandelion Fluff,241.00,3.80,1.10,915.80,265.10,177.1350,1358.0350,11/18/2016
7032,Quark,BM,-3.30,Gravitronic Polarization Sequencer,347.00,7.82,1.81,2713.54,628.07,-110.27313,3231.33687,10/15/2016
7040,Neelix,CR,0.99,Auxiliary Transition Buffer,154.00,37.33,4.42,5748.82,680.68,63.652050,6493.152050,08/24/2017
7048,Donna Noble,OS,29.83,Particle Deflector Grid,108.00,44.33,4.84,4787.64,522.72,1584.080388,6894.440388,11/21/2016
7049,Leonard McCoy,IR,23.10,Reserve Axial Dissipation Inverter,273.00,0.00,3.36,0.00,917.28,211.89168,1129.17168,03/13/2017
7050,Geordi La Forge,BO,21.56,Secondary Polarization Capacitor,147.00,33.00,3.27,4851.00,480.69,1149.512364,6481.202364,10/12/2017
7053,Admiral Gial Ackbar,CA,35.90,Primary Flux Matrix,139.00,9.27,0.00,1288.53,0.00,462.58227,1751.11227,11/07/2016
7054,Chakotay,WZ,42.90,Negative Polarization Grid,283.00,20.28,2.89,5739.24,817.87,2813.00019,9370.11019,11/30/2016
7055,Clara Oswald,RI,23.25,Peanut Shells,278.00,3.00,-3.00,834.00,-834.00,0.000000,0.000000,07/21/2019
7056,Ender Wiggin,LA,0.00,Dynamic Resonance Buffer,177.00,18.70,4.08,3309.90,722.16,0.0000,4032.0600,03/10/2018
7057,Jack O'Neill,WA,-4.36,Inertial Transference Modulator,229.00,35.99,0.00,8241.71,0.00,-359.338556,7882.371444,01/06/2018
7058,Senator Palpatine,TM,-7.23,Central Frequency Conduit,65.00,18.70,0.34,1215.50,22.10,-89.478480,1148.121520,09/17/2018
7059,James T. Kirk,TF,36.00,Primary Flux Matrix,337.00,9.27,0.00,3123.99,0.00,1124.6364,4248.6264,01/17/2018
7063,B'Elanna Torres,PB,12.00,Universal Gravitronic Dissipation Node,139.00,16.87,4.68,2344.93,650.52,359.4540,3354.9040,01/23/2018
7064,Hiro Protagonist,LI,24.47,Negative Flux Conduit,196.00,34.61,3.00,6783.56,588.00,1803.820732,9175.380732,03/01/2017
7071,Quark,SR,43.02,Bioneural Degeneration Sensor,347.00,24.20,3.30,8397.40,1145.10,4105.183500,13647.683500,09/18/2016
7072,Darth Sidious,LO,10.37,Bioneural Polarization Coil,236.00,36.10,3.99,8519.60,941.64,981.130588,10442.370588,05/19/2017
7074,River Song,CA,35.90,Peanut Shells,258.00,3.00,-3.00,774.00,-774.00,0.00000,0.00000,08/21/2016
7079,Obi-Wan Kenobi,FH,-3.71,Auxiliary Transition Buffer,161.00,37.33,4.42,6010.13,711.62,-249.376925,6472.373075,03/17/2018
